method,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision,pixel_recall,pixel_f1,pixel_iou,pixel_accuracy,junction_nodes,traced_paths
skeleton_junction_fix,46,4,4,0,0.967409181548175,0.9390702118695076,0.9741379310344828,1.0,1.0,0,0,0.9999999999956523,0.36624203821597734,0.5361305357368739,0.36624203821597734,0.9757080078124404,8,4
baseline_original_unchanged,47,2,0,2,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9832153320311899,2,0
skeleton_junction_fix,47,2,2,0,0.957606289184953,0.9211174242424243,0.9655172413793104,1.0,1.0,0,0,0.9999999999883721,0.31272727272613554,0.47645429326321925,0.31272727272613554,0.9884643554686896,4,2
baseline_original_unchanged,48,4,2,2,0.364159891598916,0.5246913580246914,0.3902439024390244,0.0,0.5,1,0,0.9999999999876543,0.1683991683988183,0.28825622751027086,0.1683991683988183,0.9755859374999404,6,3
skeleton_junction_fix,48,4,4,0,0.7314340349010967,0.9630783431406486,0.9902439024390244,0.0,1.0,1,0,0.999999999995025,0.4178794178785491,0.5894428148318169,0.4178794178785491,0.9829101562499399,8,5
baseline_original_unchanged,49,1,0,1,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9938354492186893,1,0
skeleton_junction_fix,49,1,1,0,0.9218749999999999,0.8541666666666666,0.9375,1.0,1.0,0,0,0.9999999999677419,0.306930693066268,0.4696969693304638,0.306930693066268,0.9957275390624392,2,1
baseline_original_unchanged,50,5,3,2,0.285542557198004,0.2853937168502652,0.48557692307692313,0.0,0.6,1,1,0.8099999999919,0.1888111888107487,0.30623818494743804,0.18080357142816786,0.9776000976561903,7,3
skeleton_junction_fix,50,5,5,0,0.9557013028656294,0.9122422114962704,0.9759615384615384,1.0,1.0,1,1,0.9999999999950495,0.4708624708613733,0.6402535653313005,0.4708624708613733,0.9861450195311898,10,6
baseline_original_unchanged,51,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999836067,0.9999999999836067,0.9999999994836066,0.9999999999836067,0.9999999999999389,2,1
skeleton_junction_fix,51,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999836067,0.9999999999836067,0.9999999994836066,0.9999999999836067,0.9999999999999389,2,1
baseline_original_unchanged,52,4,4,0,0.5197797202797203,0.5108780108780109,0.6369230769230769,0.25,1.0,3,4,0.6770833333298069,0.28888888888824693,0.40498442325550027,0.2539062499995041,0.9766845703124404,6,5
skeleton_junction_fix,52,4,7,3,0.5764113569357471,0.5822083878181438,0.9292307692307692,0.2857142857142857,0.5714285714285714,3,7,0.7137809187253931,0.44888888888789136,0.5511596175326352,0.38041431261698605,0.9799194335936902,11,10
baseline_original_unchanged,53,3,1,2,0.5517857142857142,0.4166666666666667,0.40476190476190477,1.0,0.33333333333333337,0,0,0.9999999999855071,0.1849865951737668,0.3122171943052456,0.1849865951737668,0.98144531249994,4,1
skeleton_junction_fix,53,3,3,0,0.9936011904761904,0.9884259259259259,0.9940476190476191,1.0,1.0,0,0,0.9999999999940477,0.45040214477091045,0.6210720882940812,0.45040214477091045,0.9874877929686897,8,5
baseline_original_unchanged,54,4,0,4,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9617309570311913,4,0
skeleton_junction_fix,54,4,4,0,0.9635024154589372,0.9296296296296297,0.9758454106280193,1.0,1.0,0,0,0.999999999995,0.31897926634717866,0.4836759367542537,0.31897926634717866,0.9739379882811905,8,4
baseline_original_unchanged,55,3,1,2,0.26436781609195403,0.3333333333333333,0.4051724137931034,0.0,0.33333333333333337,1,0,0.9999999999791668,0.18181818181749312,0.30769230742998027,0.18181818181749312,0.9868164062499397,3,1
skeleton_junction_fix,55,3,3,0,0.7147770811563915,0.9332210998877666,0.9741379310344828,0.0,1.0,1,0,0.9999999999913043,0.4356060606044106,0.6068601578854227,0.4356060606044106,0.9909057617186895,6,4
baseline_original_unchanged,56,5,1,4,0.13404230317273794,0.21739130434782608,0.08108108108108103,0.0,0.19999999999999996,1,0,0.9999999999375,0.03238866396754577,0.062745097978193,0.03238866396754577,0.9708251953124407,5,1
skeleton_junction_fix,56,5,5,0,0.9696306395787347,0.9445245444092004,0.972972972972973,1.0,1.0,1,1,0.999999999994012,0.338056680161259,0.5052950071851341,0.338056680161259,0.9800415039061902,11,7
baseline_original_unchanged,57,3,1,2,0.5754578754578755,0.38461538461538464,0.5952380952380952,1.0,0.33333333333333337,0,0,0.9999999999868421,0.3707317073152647,0.5409252665054394,0.3707317073152647,0.9921264648436894,4,1
skeleton_junction_fix,57,3,3,0,0.9251637251637251,0.8513338513338512,0.9603174603174603,1.0,1.0,0,0,0.9999999999913043,0.5609756097533611,0.7187499995350586,0.5609756097533611,0.9945068359374393,6,3
baseline_original_unchanged,58,2,0,2,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9859619140624398,2,0
skeleton_junction_fix,58,2,2,0,0.9802051983584131,0.9612403100775193,0.9882352941176471,1.0,1.0,0,0,0.9999999999875,0.3478260869550095,0.5161290318718003,0.3478260869550095,0.9908447265624395,4,2
baseline_original_unchanged,59,4,3,1,0.23480580576694104,0.0696414499605989,0.6423357664233577,0.0,0.75,2,2,0.22972972972662525,0.058823529411561166,0.09366391152061562,0.04913294797673661,0.9799194335936902,5,3
skeleton_junction_fix,59,4,5,1,0.7190065582594314,0.7695685074053867,0.9635036496350365,0.4,0.8,2,2,0.8429752066046035,0.352941176469367,0.497560975191279,0.331168831167756,0.9874267578124397,9,7
baseline_original_unchanged,60,5,1,4,0.08782782330879288,0.04565217391304347,0.23642172523961658,0.0,0.19999999999999996,1,0,0.05555555555478395,0.00550206327372008,0.010012515480545929,0.005031446540874175,0.9517211914061919,4,1
skeleton_junction_fix,60,5,5,0,0.6348149814254829,0.6739824105041496,0.8242811501597445,0.26666666666666666,1.0,1,3,0.822314049583379,0.273727647867574,0.4107327137626972,0.2584415584412228,0.965148925781191,8,5
baseline_original_unchanged,61,3,1,2,0.4887550200803213,0.3333333333333333,0.27710843373493976,1.0,0.33333333333333337,0,0,0.9999999999787235,0.11270983213402228,0.20258620671361285,0.11270983213402228,0.9774169921874403,4,1
skeleton_junction_fix,61,3,3,0,0.9494290889046382,0.8983297022512708,0.9759036144578314,1.0,1.0,0,0,0.9999999999939394,0.3956834532364612,0.567010308870142,0.3956834532364612,0.9846191406249398,6,3
baseline_original_unchanged,62,1,0,1,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9886474609374396,1,0
skeleton_junction_fix,62,1,1,0,0.9788135593220338,0.96045197740113,0.9830508474576272,1.0,1.0,0,0,0.9999999999830509,0.31720430107356345,0.4816326526916452,0.31720430107356345,0.9922485351561894,2,1
baseline_original_unchanged,63,3,1,2,0.48125,0.3333333333333333,0.23958333333333337,1.0,0.33333333333333337,0,0,0.9999999999583333,0.09338521400741874,0.17081850518063346,0.09338521400741874,0.9857788085936898,4,1
skeleton_junction_fix,63,3,3,0,0.9641874057315234,0.9343053460700521,0.96875,1.0,1.0,0,0,0.9999999999895833,0.37354085602967496,0.543909348042854,0.37354085602967496,0.9901733398436895,6,3
baseline_original_unchanged,64,3,0,3,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.964599609374941,2,0
skeleton_junction_fix,64,3,3,0,0.974548742601873,0.9497607655502391,0.985781990521327,1.0,1.0,1,1,0.999999999994709,0.3258620689649554,0.4915474638672553,0.3258620689649554,0.9761352539061904,7,5
baseline_original_unchanged,65,1,0,1,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9971313476561892,1,0
skeleton_junction_fix,65,1,1,0,0.8214285714285715,0.6666666666666667,0.8571428571428572,1.0,1.0,0,0,0.9999999999230769,0.27659574467496606,0.43333333297944443,0.27659574467496606,0.997924804687439,2,1
baseline_original_unchanged,66,2,1,1,0.6293478260869566,0.5,0.5217391304347826,1.0,0.5,0,0,0.9999999999795919,0.25789473684074793,0.41004184067477817,0.25789473684074793,0.9913940429686895,3,1
skeleton_junction_fix,66,2,2,0,0.9858942687747035,0.9734848484848484,0.9891304347826086,1.0,1.0,0,0,0.9999999999892473,0.4894736842079502,0.6572438158085131,0.4894736842079502,0.9940795898436893,4,2
baseline_original_unchanged,67,1,0,1,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9925537109374394,1,0
skeleton_junction_fix,67,1,1,0,0.9358974358974359,0.8803418803418804,0.9487179487179487,1.0,1.0,0,0,0.9999999999736843,0.31147540983351246,0.4749999996318749,0.31147540983351246,0.9948730468749393,2,1
baseline_original_unchanged,68,3,0,3,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.9730224609374406,2,0
skeleton_junction_fix,68,3,3,0,0.6192758897129498,0.7273990688624834,0.9597315436241611,0.0,1.0,1,0,0.964788732387572,0.30995475113052046,0.4691780818221172,0.30648769574875506,0.98107910156244,6,4
baseline_original_unchanged,69,2,1,1,0.6754950495049505,0.5,0.7524752475247525,1.0,0.5,0,0,0.9999999999870129,0.49044585986948763,0.6581196576724743,0.49044585986948763,0.9951171874999393,3,1
skeleton_junction_fix,69,2,2,0,0.954039603960396,0.9066666666666666,0.9801980198019802,1.0,1.0,0,0,0.9999999999900989,0.6433121019067305,0.7829457359515953,0.6433121019067305,0.9965820312499392,4,2
baseline_original_unchanged,70,4,2,2,0.15086993746277547,0.05368357487922706,0.3835616438356164,0.0,0.5,2,0,0.15686274509650133,0.021164021163993168,0.037296037086453564,0.019002375296889546,0.949584960937442,5,3
