method,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,raw_stroke_pixels,skeleton_stroke_pixels,junction_nodes,traced_paths,internal_skeletonization_applied
skeleton_junction_fix_on_shared_skeleton,28,3,2,1,0.752483660130719,0.6326797385620915,0.7555555555555555,1.0,0.6666666666666667,0,0,0.9999999999903846,0.9999999999903846,0.9999999994903845,0.9999999999903846,0.9999999999999389,330,104,4,2,False
baseline_on_shared_skeleton,29,5,8,3,0.6778565087937959,0.7684406130268199,0.9477911646586346,0.32,0.625,2,5,0.7242990654171763,0.7242990654171763,0.7242990649171763,0.5677655677634881,0.9927978515624394,600,214,13,10,
skeleton_junction_fix_on_shared_skeleton,29,5,8,3,0.6778565087937959,0.7684406130268199,0.9477911646586346,0.32,0.625,2,5,0.7242990654171763,0.7242990654171763,0.7242990649171763,0.5677655677634881,0.9927978515624394,600,214,13,10,False
baseline_on_shared_skeleton,30,5,5,0,0.9409927760973057,0.8839899937460913,0.9659863945578231,1.0,1.0,0,0,0.9696969696896236,0.9696969696896236,0.9696969691896236,0.9411764705813149,0.9995117187499389,302,132,10,5,
skeleton_junction_fix_on_shared_skeleton,30,5,5,0,0.9409927760973057,0.8839899937460913,0.9659863945578231,1.0,1.0,0,0,0.9696969696896236,0.9696969696896236,0.9696969691896236,0.9411764705813149,0.9995117187499389,302,132,10,5,False
baseline_on_shared_skeleton,31,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.999999999989899,0.999999999989899,0.9999999994898989,0.999999999989899,0.9999999999999389,99,99,2,1,
skeleton_junction_fix_on_shared_skeleton,31,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.999999999989899,0.999999999989899,0.9999999994898989,0.999999999989899,0.9999999999999389,99,99,2,1,False
baseline_on_shared_skeleton,32,4,4,0,0.9541228533525222,0.9120123908124693,0.9685863874345549,1.0,1.0,0,0,0.999999999994709,0.999999999994709,0.9999999994947091,0.999999999994709,0.9999999999999389,601,189,8,4,
skeleton_junction_fix_on_shared_skeleton,32,4,4,0,0.9541228533525222,0.9120123908124693,0.9685863874345549,1.0,1.0,0,0,0.999999999994709,0.999999999994709,0.9999999994947091,0.999999999994709,0.9999999999999389,601,189,8,4,False
baseline_on_shared_skeleton,33,5,5,0,0.9757608695652173,0.95,0.991304347826087,1.0,1.0,1,1,0.9999999999956897,0.9999999999956897,0.9999999994956896,0.9999999999956897,0.9999999999999389,358,232,11,7,
skeleton_junction_fix_on_shared_skeleton,33,5,5,0,0.9757608695652173,0.95,0.991304347826087,1.0,1.0,1,1,0.9999999999956897,0.9999999999956897,0.9999999994956896,0.9999999999956897,0.9999999999999389,358,232,11,7,False
baseline_on_shared_skeleton,34,4,8,4,0.5580217406251495,0.6615126811594203,0.9405940594059405,0.08888888888888889,0.5,2,9,0.509316770183172,0.5061728395030484,0.5077399375773562,0.34024896265418986,0.9902954101561895,525,162,10,8,
skeleton_junction_fix_on_shared_skeleton,34,4,8,4,0.5580217406251495,0.6615126811594203,0.9405940594059405,0.08888888888888889,0.5,2,9,0.509316770183172,0.5061728395030484,0.5077399375773562,0.34024896265418986,0.9902954101561895,525,162,10,8,False
baseline_on_shared_skeleton,35,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,227,75,2,1,
skeleton_junction_fix_on_shared_skeleton,35,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,227,75,2,1,False
baseline_on_shared_skeleton,36,5,8,3,0.6249542241074585,0.7991304347826088,0.9725609756097561,0.033333333333333326,0.625,1,6,0.8548387096746618,0.8520900321516011,0.8534621573072365,0.7443820224698192,0.9944458007811893,619,311,12,8,
skeleton_junction_fix_on_shared_skeleton,36,5,8,3,0.6249542241074585,0.7991304347826088,0.9725609756097561,0.033333333333333326,0.625,1,6,0.8548387096746618,0.8520900321516011,0.8534621573072365,0.7443820224698192,0.9944458007811893,619,311,12,8,False
baseline_on_shared_skeleton,37,3,3,0,0.9871947496947496,0.975071225071225,0.9920634920634921,1.0,1.0,0,0,0.9999999999954752,0.9999999999954752,0.9999999994954751,0.9999999999954752,0.9999999999999389,531,221,6,3,
skeleton_junction_fix_on_shared_skeleton,37,3,3,0,0.9871947496947496,0.975071225071225,0.9920634920634921,1.0,1.0,0,0,0.9999999999954752,0.9999999999954752,0.9999999994954751,0.9999999999954752,0.9999999999999389,531,221,6,3,False
baseline_on_shared_skeleton,38,4,4,0,0.9796181366822431,0.9609375,0.985981308411215,1.0,1.0,0,0,0.9999999999948455,0.9999999999948455,0.9999999994948454,0.9999999999948455,0.9999999999999389,603,194,8,4,
skeleton_junction_fix_on_shared_skeleton,38,4,4,0,0.9796181366822431,0.9609375,0.985981308411215,1.0,1.0,0,0,0.9999999999948455,0.9999999999948455,0.9999999994948454,0.9999999999948455,0.9999999999999389,603,194,8,4,False
baseline_on_shared_skeleton,39,5,5,0,0.9811536416799576,0.9607182940516275,0.9941520467836258,1.0,1.0,2,2,0.9685314685280821,0.8993506493477295,0.9326599321574782,0.873817034697559,0.997558593749939,739,308,23,20,
skeleton_junction_fix_on_shared_skeleton,39,5,5,0,0.9811536416799576,0.9607182940516275,0.9941520467836258,1.0,1.0,2,2,0.9685314685280821,0.8993506493477295,0.9326599321574782,0.873817034697559,0.997558593749939,739,308,23,20,False
baseline_on_shared_skeleton,40,3,4,1,0.5717374735356386,0.5646153846153846,0.963302752293578,0.19999999999999998,0.75,1,3,0.7113402061782336,0.7113402061782336,0.7113402056782335,0.551999999995584,0.9965820312499392,207,97,6,4,
skeleton_junction_fix_on_shared_skeleton,40,3,4,1,0.5717374735356386,0.5646153846153846,0.963302752293578,0.19999999999999998,0.75,1,3,0.7113402061782336,0.7113402061782336,0.7113402056782335,0.551999999995584,0.9965820312499392,207,97,6,4,False
baseline_on_shared_skeleton,41,3,6,3,0.44996678321678324,0.4816666666666667,0.916083916083916,0.0,0.5,1,6,0.6504065040597528,0.6249999999951172,0.6374501986983063,0.4678362573072057,0.9944458007811893,340,128,8,6,
skeleton_junction_fix_on_shared_skeleton,41,3,6,3,0.44996678321678324,0.4816666666666667,0.916083916083916,0.0,0.5,1,6,0.6504065040597528,0.6249999999951172,0.6374501986983063,0.4678362573072057,0.9944458007811893,340,128,8,6,False
baseline_on_shared_skeleton,42,4,3,1,0.799056774349084,0.7365196078431372,0.7131147540983607,1.0,0.75,0,0,0.9999999999888889,0.7142857142800453,0.8333333328395061,0.7142857142800453,0.997802734374939,260,126,7,3,
skeleton_junction_fix_on_shared_skeleton,42,4,3,1,0.799056774349084,0.7365196078431372,0.7131147540983607,1.0,0.75,0,0,0.9999999999888889,0.7142857142800453,0.8333333328395061,0.7142857142800453,0.997802734374939,260,126,7,3,False
baseline_on_shared_skeleton,43,4,4,0,0.9704567768199234,0.9405212324393359,0.9861111111111112,1.0,1.0,0,0,0.9999999999953918,0.9999999999953918,0.9999999994953919,0.9999999999953918,0.9999999999999389,482,217,8,4,
skeleton_junction_fix_on_shared_skeleton,43,4,4,0,0.9704567768199234,0.9405212324393359,0.9861111111111112,1.0,1.0,0,0,0.9999999999953918,0.9999999999953918,0.9999999994953919,0.9999999999953918,0.9999999999999389,482,217,8,4,False
baseline_on_shared_skeleton,44,4,6,2,0.6140953069752492,0.793921568627451,0.9508196721311475,0.0,0.6666666666666667,1,1,0.8875739644917896,0.8287292817633772,0.857142856638547,0.74999999999625,0.9969482421874392,294,181,14,11,
skeleton_junction_fix_on_shared_skeleton,44,4,6,2,0.6140953069752492,0.793921568627451,0.9508196721311475,0.0,0.6666666666666667,1,1,0.8875739644917896,0.8287292817633772,0.857142856638547,0.74999999999625,0.9969482421874392,294,181,14,11,False
baseline_on_shared_skeleton,45,3,3,0,0.907227096546864,0.8123565108448828,0.9583333333333334,1.0,1.0,0,0,0.45054945054449946,0.4456521739081994,0.4480874311891068,0.28873239436416387,0.9938354492186893,313,92,6,4,
skeleton_junction_fix_on_shared_skeleton,45,3,3,0,0.907227096546864,0.8123565108448828,0.9583333333333334,1.0,1.0,0,0,0.45054945054449946,0.4456521739081994,0.4480874311891068,0.28873239436416387,0.9938354492186893,313,92,6,4,False
baseline_on_shared_skeleton,46,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999891304,0.9999999999891304,0.9999999994891304,0.9999999999891304,0.9999999999999389,92,92,2,1,
skeleton_junction_fix_on_shared_skeleton,46,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999891304,0.9999999999891304,0.9999999994891304,0.9999999999891304,0.9999999999999389,92,92,2,1,False
baseline_on_shared_skeleton,47,3,3,0,0.9242514595496246,0.847979797979798,0.963302752293578,1.0,1.0,0,0,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999907407,0.9999999999999389,234,108,6,3,
skeleton_junction_fix_on_shared_skeleton,47,3,3,0,0.9242514595496246,0.847979797979798,0.963302752293578,1.0,1.0,0,0,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999907407,0.9999999999999389,234,108,6,3,False
baseline_on_shared_skeleton,48,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999901961,0.9999999999901961,0.999999999490196,0.9999999999901961,0.9999999999999389,102,102,2,1,
skeleton_junction_fix_on_shared_skeleton,48,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999901961,0.9999999999901961,0.999999999490196,0.9999999999901961,0.9999999999999389,102,102,2,1,False
baseline_on_shared_skeleton,49,1,1,0,0.9107142857142857,0.8333333333333334,0.9285714285714286,1.0,1.0,0,0,0.9999999999285715,0.9999999999285715,0.9999999994285715,0.9999999999285715,0.9999999999999389,51,14,2,1,
skeleton_junction_fix_on_shared_skeleton,49,1,1,0,0.9107142857142857,0.8333333333333334,0.9285714285714286,1.0,1.0,0,0,0.9999999999285715,0.9999999999285715,0.9999999994285715,0.9999999999285715,0.9999999999999389,51,14,2,1,False
baseline_on_shared_skeleton,50,5,5,0,0.7235616858237548,0.9491494252873562,0.9822222222222222,0.0,1.0,1,0,0.9999999999955556,0.9999999999955556,0.9999999994955555,0.9999999999955556,0.9999999999999389,462,225,10,6,
skeleton_junction_fix_on_shared_skeleton,50,5,5,0,0.7235616858237548,0.9491494252873562,0.9822222222222222,0.0,1.0,1,0,0.9999999999955556,0.9999999999955556,0.9999999994955555,0.9999999999955556,0.9999999999999389,462,225,10,6,False
baseline_on_shared_skeleton,51,1,1,0,0.6955,0.39,0.85,1.0,1.0,0,0,0.8749999999453125,0.6363636363347107,0.7368421047368421,0.5833333333090278,0.9993896484374389,30,22,3,2,
skeleton_junction_fix_on_shared_skeleton,51,1,1,0,0.6955,0.39,0.85,1.0,1.0,0,0,0.8749999999453125,0.6363636363347107,0.7368421047368421,0.5833333333090278,0.9993896484374389,30,22,3,2,False
baseline_on_shared_skeleton,52,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999850746,0.9999999999850746,0.9999999994850746,0.9999999999850746,0.9999999999999389,67,67,2,1,
skeleton_junction_fix_on_shared_skeleton,52,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999850746,0.9999999999850746,0.9999999994850746,0.9999999999850746,0.9999999999999389,67,67,2,1,False
baseline_on_shared_skeleton,53,5,5,0,0.9789958834221274,0.9585376099507686,0.9882697947214076,1.0,1.0,2,2,0.9999999999970238,0.9999999999970238,0.9999999994970239,0.9999999999970238,0.9999999999999389,692,336,12,9,
skeleton_junction_fix_on_shared_skeleton,53,5,5,0,0.9789958834221274,0.9585376099507686,0.9882697947214076,1.0,1.0,2,2,0.9999999999970238,0.9999999999970238,0.9999999994970239,0.9999999999970238,0.9999999999999389,692,336,12,9,False
baseline_on_shared_skeleton,54,4,4,0,0.9440498027613412,0.8809259259259259,0.9881656804733728,1.0,1.0,0,0,0.7151515151471809,0.7108433734896937,0.7129909360515877,0.5539906103260376,0.9942016601561893,242,166,8,5,
skeleton_junction_fix_on_shared_skeleton,54,4,4,0,0.9440498027613412,0.8809259259259259,0.9881656804733728,1.0,1.0,0,0,0.7151515151471809,0.7108433734896937,0.7129909360515877,0.5539906103260376,0.9942016601561893,242,166,8,5,False
baseline_on_shared_skeleton,55,5,4,1,0.7740284694929451,0.6730044420104662,0.7058823529411764,1.0,0.8,0,0,0.9719101123540904,0.9202127659525521,0.9453551907520379,0.8963730569901743,0.998779296874939,426,188,13,9,
skeleton_junction_fix_on_shared_skeleton,55,5,4,1,0.7740284694929451,0.6730044420104662,0.7058823529411764,1.0,0.8,0,0,0.9719101123540904,0.9202127659525521,0.9453551907520379,0.8963730569901743,0.998779296874939,426,188,13,9,False
baseline_on_shared_skeleton,56,3,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0.882882882874929,0.8305084745692329,0.8558951959995422,0.7480916030477246,0.997985839843689,434,118,12,10,
skeleton_junction_fix_on_shared_skeleton,56,3,3,0,1.0,1.0,1.0,1.0,1.0,1,1,0.882882882874929,0.8305084745692329,0.8558951959995422,0.7480916030477246,0.997985839843689,434,118,12,10,False
baseline_on_shared_skeleton,57,4,3,1,0.8850672675026123,0.8869949494949495,0.8045977011494253,1.0,0.75,0,0,0.999999999993007,0.7771739130392545,0.8746177365055691,0.7771739130392545,0.997497558593689,322,184,7,3,
skeleton_junction_fix_on_shared_skeleton,57,4,3,1,0.8850672675026123,0.8869949494949495,0.8045977011494253,1.0,0.75,0,0,0.999999999993007,0.7771739130392545,0.8746177365055691,0.7771739130392545,0.997497558593689,322,184,7,3,False
